"","stationid","lanenumber","period","volume","occupancy","speed"
"355",3146,"1",2015-09-15 19:00:00,413,2.71333333333333,71.0121065375303
"356",3146,"1",2015-09-15 20:00:00,257,1.97560975609756,71.727626459144
"357",3146,"1",2015-09-15 21:00:00,214,2.05607476635514,69.3878504672897
"358",3146,"1",2015-09-15 22:00:00,105,1.41176470588235,69.7619047619048
"359",3146,"1",2015-09-15 23:00:00,55,0.955555555555556,69.6363636363636
"360",3146,"1",2015-09-16 00:00:00,23,1.05263157894737,68.1739130434783
"361",3146,"1",2015-09-16 01:00:00,14,1.23076923076923,69.4285714285714
"362",3146,"1",2015-09-16 02:00:00,16,0.5625,76.0625
"363",3146,"1",2015-09-16 03:00:00,43,1.08823529411765,71.4883720930233
"364",3146,"1",2015-09-16 04:00:00,142,1.30588235294118,73.0352112676056
"365",3146,"1",2015-09-16 05:00:00,733,4.63855421686747,72.0259208731242
"366",3146,"1",2015-09-16 06:00:00,1444,9.44767441860465,71.233379501385
"367",3146,"1",2015-09-16 07:00:00,1462,9.01685393258427,71.733926128591
"368",3146,"1",2015-09-16 08:00:00,846,5.26744186046512,73.1075650118203
"369",3146,"1",2015-09-16 09:00:00,649,3.99411764705882,72.6040061633282
"370",3146,"1",2015-09-16 10:00:00,639,4.26708074534162,71.4616588419405
"371",3146,"1",2015-09-16 11:00:00,667,5.02684563758389,69.8290854572714
"372",3146,"1",2015-09-16 12:00:00,686,4.41916167664671,70.9096209912536
"373",3146,"1",2015-09-16 13:00:00,742,4.52717391304348,71.0592991913747
"374",3146,"1",2015-09-16 14:00:00,683,5.75373134328358,70.2430453879941
"375",3146,"1",2015-09-16 15:00:00,736,4.60693641618497,71.3845108695652
"376",3146,"1",2015-09-16 16:00:00,661,4.55263157894737,72.338880484115
"377",3146,"1",2015-09-16 17:00:00,593,3.88125,71.9308600337268
"378",3146,"1",2015-09-16 18:00:00,641,4.28220858895706,68.9672386895476
"379",3146,"1",2015-09-16 19:00:00,407,2.80536912751678,69.7592137592138
"380",3146,"1",2015-09-16 20:00:00,158,2.18840579710145,68.9303797468354
"381",3146,"1",2015-09-16 23:00:00,51,0.897435897435897,70.0588235294118
"382",3146,"1",2015-09-17 00:00:00,25,1.04545454545455,71.8
"383",3146,"1",2015-09-17 01:00:00,20,0.8,72.55
"384",3146,"1",2015-09-17 02:00:00,24,0.714285714285714,72.7083333333333
"385",3146,"1",2015-09-17 03:00:00,37,0.9375,71.1081081081081
"386",3146,"1",2015-09-17 04:00:00,143,1.47727272727273,70.5244755244755
"387",3146,"1",2015-09-17 05:00:00,737,4.83030303030303,71.0176390773406
"388",3146,"1",2015-09-17 06:00:00,1123,18.558282208589,50.4007123775601
"389",3146,"1",2015-09-17 07:00:00,1013,23.6219512195122,27.0927936821323
"390",3146,"1",2015-09-17 08:00:00,646,4.42767295597484,70.5944272445821
"391",3146,"1",2015-09-17 09:00:00,582,3.6969696969697,71.3247422680412
"392",3146,"1",2015-09-17 10:00:00,656,4.20588235294118,71.1615853658537
"393",3146,"1",2015-09-17 11:00:00,694,4.67080745341615,71.1095100864553
"394",3146,"1",2015-09-17 12:00:00,779,5.44848484848485,69.7086007702182
"395",3146,"1",2015-09-17 13:00:00,801,5.73170731707317,70.0387016229713
"396",3146,"1",2015-09-17 14:00:00,677,5.61151079136691,70.0782865583456
"397",3146,"1",2015-09-17 15:00:00,834,5.55882352941176,70.7158273381295
"398",3146,"1",2015-09-17 16:00:00,649,10.34375,51.1248073959938
"399",3146,"1",2015-09-17 17:00:00,590,3.75155279503106,72
"400",3146,"1",2015-09-17 18:00:00,569,3.72955974842767,71.8857644991213
"401",3146,"1",2015-09-17 19:00:00,427,3.00680272108844,69.5081967213115
"402",3146,"1",2015-09-17 20:00:00,307,2.57364341085271,70.3680781758958
"403",3146,"1",2015-09-17 21:00:00,221,1.76923076923077,70.5972850678733
"404",3146,"1",2015-09-17 22:00:00,173,1.5,69.9826589595376
"405",3146,"1",2015-09-17 23:00:00,91,1.11428571428571,69.1098901098901
"406",3146,"1",2015-09-18 00:00:00,37,0.882352941176471,69.6486486486486
"407",3146,"1",2015-09-18 01:00:00,10,0.777777777777778,71.6
"408",3146,"1",2015-09-18 02:00:00,22,0.476190476190476,74.2272727272727
"409",3146,"1",2015-09-18 03:00:00,35,1.03030303030303,69.8
"410",3146,"1",2015-09-18 04:00:00,167,1.82954545454545,72.6407185628743
"411",3146,"1",2015-09-18 05:00:00,657,4,73.7077625570776
"412",3146,"1",2015-09-18 06:00:00,1359,8.70114942528736,71.5974981604121
"413",3146,"1",2015-09-18 07:00:00,1204,7.44632768361582,72.1652823920266
"414",3146,"1",2015-09-18 08:00:00,766,4.87951807228916,71.8394255874674
"415",3146,"1",2015-09-18 09:00:00,663,4.19883040935673,71.8989441930618
"416",3146,"1",2015-09-18 10:00:00,718,4.76470588235294,70.6183844011142
"417",3146,"1",2015-09-18 11:00:00,863,5.83625730994152,70.9826187717265
"418",3146,"1",2015-09-18 12:00:00,819,5.7625,70.6776556776557
"419",3146,"1",2015-09-18 13:00:00,908,6.23952095808383,70.3458149779736
"420",3146,"1",2015-09-18 14:00:00,961,7.19620253164557,69.3173777315297
"421",3146,"1",2015-09-18 15:00:00,882,5.76436781609195,70.7086167800453
"422",3146,"1",2015-09-18 16:00:00,875,17.1638418079096,41.2502857142857
"423",3146,"1",2015-09-18 17:00:00,712,4.70909090909091,71.9662921348315
"424",3146,"1",2015-09-18 18:00:00,888,6.29559748427673,69.9358108108108
"425",3146,"1",2015-09-18 19:00:00,692,5.08496732026144,68.6748554913295
"426",3146,"1",2015-09-18 20:00:00,530,3.64024390243902,69.1396226415094
"427",3146,"1",2015-09-18 21:00:00,491,3.6,70.1588594704684
"428",3146,"1",2015-09-18 22:00:00,504,3.35064935064935,69.7777777777778
"429",3146,"1",2015-09-18 23:00:00,207,1.80701754385965,67.2173913043478
"430",3146,"1",2015-09-19 00:00:00,61,1.39024390243902,70.983606557377
"431",3146,"1",2015-09-19 01:00:00,32,1.03571428571429,70.71875
"432",3146,"1",2015-09-19 02:00:00,27,0.846153846153846,70.3703703703704
"433",3146,"1",2015-09-19 03:00:00,31,0.645161290322581,71
"434",3146,"1",2015-09-19 04:00:00,58,1.06818181818182,72.0862068965517
"435",3146,"1",2015-09-19 05:00:00,131,1.0989010989011,73.1374045801527
"436",3146,"1",2015-09-19 06:00:00,238,1.82203389830508,72.1470588235294
"437",3146,"1",2015-09-19 07:00:00,337,2.51111111111111,72.4421364985163
"438",3146,"1",2015-09-19 08:00:00,556,3.53416149068323,72.5611510791367
"439",3146,"1",2015-09-19 09:00:00,687,4.48765432098765,71.292576419214
"440",3146,"1",2015-09-19 10:00:00,803,5.69620253164557,70.920298879203
"441",3146,"1",2015-09-19 11:00:00,964,6.22988505747126,70.5176348547718
"442",3146,"1",2015-09-19 12:00:00,915,6.63461538461539,70.4131147540984
"443",3146,"1",2015-09-19 13:00:00,741,9.67701863354037,50.8448043184885
"444",3146,"1",2015-09-19 14:00:00,727,13.0958083832335,40.8830811554333
"445",3146,"1",2015-09-19 15:00:00,1114,9.06703910614525,67.0233393177738
"446",3146,"1",2015-09-19 16:00:00,1189,7.7906976744186,70.4507989907485
"447",3146,"1",2015-09-19 17:00:00,1114,7.57228915662651,70.1463195691203
"448",3146,"1",2015-09-19 18:00:00,1002,6.73652694610778,69.4091816367265
"449",3146,"1",2015-09-19 19:00:00,942,6.20571428571429,67.8991507430998
"450",3146,"1",2015-09-19 20:00:00,664,4.28402366863905,69.5753012048193
"451",3146,"1",2015-09-19 21:00:00,494,3.44295302013423,69.8178137651822
"452",3146,"1",2015-09-19 22:00:00,273,2.10077519379845,70.3113553113553
"453",3146,"1",2015-09-19 23:00:00,133,1.26436781609195,71.7067669172932
"454",3146,"1",2015-09-20 00:00:00,71,1.12068965517241,70.6478873239437
"455",3146,"1",2015-09-20 01:00:00,36,1.0625,66.75
"456",3146,"1",2015-09-20 02:00:00,22,0.727272727272727,65.5
"457",3146,"1",2015-09-20 03:00:00,18,0.888888888888889,68.3333333333333
"458",3146,"1",2015-09-20 04:00:00,29,0.37037037037037,73.2413793103448
"459",3146,"1",2015-09-20 05:00:00,59,0.788461538461538,72.5084745762712
"460",3146,"1",2015-09-20 06:00:00,103,1.01449275362319,72.8155339805825
"461",3146,"1",2015-09-20 07:00:00,177,1.35514018691589,72.9717514124294
"462",3146,"1",2015-09-20 08:00:00,240,1.60629921259843,73.4375
"463",3146,"1",2015-09-20 09:00:00,533,3.62162162162162,73.1801125703565
"464",3146,"1",2015-09-20 10:00:00,726,4.47368421052632,72.904958677686
"465",3146,"1",2015-09-20 11:00:00,1037,6.65895953757225,71.3529411764706
"466",3146,"1",2015-09-20 12:00:00,1176,8.11834319526627,70.4030612244898
"467",3146,"1",2015-09-20 13:00:00,1222,8.29761904761905,70.3903436988543
"468",3146,"1",2015-09-20 14:00:00,1357,9.13793103448276,70.1407516580693
"469",3146,"1",2015-09-20 15:00:00,1374,9.23699421965318,69.9068413391557
"470",3146,"1",2015-09-20 16:00:00,1438,9.96969696969697,69.6759388038943
"471",3146,"1",2015-09-20 17:00:00,1286,8.8562874251497,69.9906687402799
"472",3146,"1",2015-09-20 18:00:00,1179,8.81212121212121,67.0262934690416
"473",3146,"1",2015-09-20 19:00:00,1085,7.29545454545455,67.7115207373272
"474",3146,"1",2015-09-20 20:00:00,542,3.83006535947712,69.3025830258303
"475",3146,"1",2015-09-20 21:00:00,336,2.40579710144928,71.0773809523809
"476",3146,"1",2015-09-20 22:00:00,152,1.44210526315789,70.4013157894737
"477",3146,"1",2015-09-20 23:00:00,80,0.875,68.875
"478",3146,"1",2015-09-21 00:00:00,35,1.10714285714286,68.9142857142857
"479",3146,"1",2015-09-21 01:00:00,24,0.833333333333333,66.7083333333333
"480",3146,"1",2015-09-21 02:00:00,20,0.75,67.65
"481",3146,"1",2015-09-21 03:00:00,29,0.730769230769231,68.6551724137931
"482",3146,"1",2015-09-21 04:00:00,171,1.59183673469388,69.3157894736842
"483",3146,"1",2015-09-21 05:00:00,637,4.72535211267606,70.8555729984301
"484",3146,"1",2015-09-21 06:00:00,1463,9.69590643274854,69.7737525632263
"485",3146,"1",2015-09-21 07:00:00,1219,8.65161290322581,71.4003281378179
"486",3146,"1",2015-09-21 08:00:00,766,5.19871794871795,72.3524804177546
"487",3146,"1",2015-09-21 09:00:00,592,4.06493506493506,71.5287162162162
"488",3146,"1",2015-09-21 10:00:00,621,4.33552631578947,70.5442834138486
"489",3146,"1",2015-09-21 11:00:00,812,5.34463276836158,69.628078817734
"490",3146,"1",2015-09-21 12:00:00,772,5.28402366863905,69.9339378238342
"491",3146,"1",2015-09-21 13:00:00,592,5.58196721311475,69.7195945945946
"492",3146,"1",2015-09-21 14:00:00,949,6.22159090909091,69.7460484720759
"493",3146,"1",2015-09-21 15:00:00,922,5.82285714285714,70.2874186550976
"494",3146,"1",2015-09-21 16:00:00,731,4.99386503067485,70.2435020519836
"495",3146,"1",2015-09-21 17:00:00,753,5.09937888198758,70.9747675962815
"496",3146,"1",2015-09-21 18:00:00,689,4.49382716049383,69.3396226415094
"497",3146,"1",2015-09-21 19:00:00,514,3.35542168674699,68.9824902723735
"498",3146,"1",2015-09-21 20:00:00,305,2.28787878787879,69.1737704918033
"499",3146,"1",2015-09-21 21:00:00,213,1.44354838709677,70.830985915493
"500",3146,"1",2015-09-21 22:00:00,111,1.28767123287671,70.9009009009009
"501",3146,"1",2015-09-21 23:00:00,54,0.956521739130435,70.037037037037
"502",3146,"1",2015-09-22 00:00:00,25,0.68,68.48
"503",3146,"1",2015-09-22 01:00:00,19,1.16666666666667,66.8947368421053
"504",3146,"1",2015-09-22 02:00:00,14,1.08333333333333,70.5
"505",3146,"1",2015-09-22 03:00:00,34,1,72.8823529411765
"506",3146,"1",2015-09-22 04:00:00,203,1.77450980392157,72.7536945812808
"507",3146,"1",2015-09-22 05:00:00,764,4.8562874251497,72.184554973822
"508",3146,"1",2015-09-22 06:00:00,1477,10.0701754385965,69.280297901151
"509",3146,"1",2015-09-22 07:00:00,1316,8.95061728395062,71.4688449848024
"510",3146,"1",2015-09-22 08:00:00,841,5.21052631578947,71.7193816884661
"511",3146,"1",2015-09-22 09:00:00,586,4.12666666666667,70.8959044368601
"512",3146,"1",2015-09-22 10:00:00,602,3.83950617283951,71.0880398671096
"513",3146,"1",2015-09-22 11:00:00,595,4.0794701986755,70.8117647058824
"514",3146,"1",2015-09-22 12:00:00,641,4.3,70.9017160686427
"515",3146,"1",2015-09-22 13:00:00,812,5.45882352941176,69.8965517241379
"516",3146,"1",2015-09-22 14:00:00,803,5.66455696202532,70.0622665006227
"517",3146,"1",2015-09-22 15:00:00,885,5.67052023121387,71.0101694915254
"518",3146,"1",2015-09-22 16:00:00,803,5.23391812865497,70.5105853051058
"519",3146,"1",2015-09-22 17:00:00,647,4.08284023668639,72.112828438949
"520",3146,"1",2015-09-22 18:00:00,645,4.23926380368098,71.1100775193798
"521",3146,"1",2015-09-22 19:00:00,448,3.21678321678322,70.7901785714286
"522",3146,"1",2015-09-22 20:00:00,299,2.13740458015267,70.3612040133779
"523",3146,"1",2015-09-22 21:00:00,259,1.73134328358209,70.8339768339768
"524",3146,"1",2015-09-22 22:00:00,111,1.08974358974359,71.6936936936937
"525",3146,"1",2015-09-22 23:00:00,54,0.904761904761905,72.4444444444444
"526",3146,"1",2015-09-23 00:00:00,27,0.791666666666667,69.6666666666667
"527",3146,"1",2015-09-23 01:00:00,23,0.772727272727273,67.304347826087
"528",3146,"1",2015-09-23 02:00:00,13,1,69.3076923076923
"529",3146,"1",2015-09-23 03:00:00,36,0.71875,73.9722222222222
"530",3146,"1",2015-09-23 04:00:00,151,1.48936170212766,72.0728476821192
"531",3146,"1",2015-09-23 05:00:00,747,4.88607594936709,73.4203480589023
"532",3146,"1",2015-09-23 06:00:00,1387,9.3,69.916366258111
"533",3146,"1",2015-09-23 07:00:00,1177,8.59868421052632,70.7476635514019
"534",3146,"1",2015-09-23 08:00:00,878,5.6890243902439,71.8610478359909
"535",3146,"1",2015-09-23 09:00:00,680,4.09941520467836,71.0397058823529
"536",3146,"1",2015-09-23 10:00:00,635,4.45751633986928,70.563779527559
"537",3146,"1",2015-09-23 11:00:00,648,4.40490797546012,71.4984567901235
"538",3146,"1",2015-09-23 12:00:00,778,5.3855421686747,70.7313624678663
"539",3146,"1",2015-09-23 13:00:00,818,5.4,71.3080684596577
"540",3146,"1",2015-09-23 14:00:00,754,5.54838709677419,70.3554376657825
"541",3146,"1",2015-09-23 15:00:00,925,6.32142857142857,70.3189189189189
"542",3146,"1",2015-09-23 16:00:00,712,4.94303797468354,70.7176966292135
"543",3146,"1",2015-09-23 17:00:00,712,4.73913043478261,71.8511235955056
"544",3146,"1",2015-09-23 18:00:00,723,4.63905325443787,70.2738589211618
"545",3146,"1",2015-09-23 19:00:00,501,3.30188679245283,69.4451097804391
"546",3146,"1",2015-09-23 20:00:00,338,2.44755244755245,70.7721893491124
"547",3146,"1",2015-09-23 21:00:00,234,1.91803278688525,70.8376068376068
"548",3146,"1",2015-09-23 22:00:00,143,1.44318181818182,70.6783216783217
"549",3146,"1",2015-09-23 23:00:00,89,1.21875,70.7752808988764
"550",3146,"1",2015-09-24 00:00:00,36,0.71875,70.5555555555556
"551",3146,"1",2015-09-24 01:00:00,24,0.826086956521739,71.4583333333333
"552",3146,"1",2015-09-24 02:00:00,14,0.846153846153846,69.5
"553",3146,"1",2015-09-24 03:00:00,33,0.964285714285714,72.4545454545455
"554",3146,"1",2015-09-24 04:00:00,151,1.35955056179775,73.4966887417219
"555",3146,"1",2015-09-24 05:00:00,782,5.1280487804878,72.0843989769821
"556",3146,"1",2015-09-24 06:00:00,1307,12.6804733727811,62.9104820198929
"557",3146,"1",2015-09-24 07:00:00,1376,9.40243902439024,71.0130813953488
"558",3146,"1",2015-09-24 08:00:00,822,5.28571428571429,71.470802919708
"559",3146,"1",2015-09-24 09:00:00,726,4.52325581395349,71.4214876033058
"560",3146,"1",2015-09-24 10:00:00,611,4.29220779220779,69.7921440261866
"561",3146,"1",2015-09-24 11:00:00,717,4.77914110429448,70.7099023709902
"562",3146,"1",2015-09-24 12:00:00,850,5.68639053254438,70.0258823529412
"563",3146,"1",2015-09-24 13:00:00,793,5.53254437869822,70.7452711223203
"564",3146,"1",2015-09-24 14:00:00,920,6.31952662721894,70.525
"565",3146,"1",2015-09-24 15:00:00,891,6.3167701863354,70.8406285072952
"566",3146,"1",2015-09-24 16:00:00,762,4.94152046783626,72.0682414698163
"567",3146,"1",2015-09-24 17:00:00,702,4.38011695906433,71.5484330484331
"568",3146,"1",2015-09-24 18:00:00,700,4.65030674846626,70.58
"569",3146,"1",2015-09-24 19:00:00,602,3.96319018404908,70.6029900332226
"570",3146,"1",2015-09-24 20:00:00,353,2.60583941605839,70.71388101983
"571",3146,"1",2015-09-24 21:00:00,278,2.21259842519685,70.5179856115108
"572",3146,"1",2015-09-24 22:00:00,119,1.27160493827161,71.0504201680672
"573",3146,"1",2015-09-24 23:00:00,82,0.984375,70.1341463414634
"574",3146,"1",2015-09-25 00:00:00,30,0.678571428571429,68.8333333333333
"575",3146,"1",2015-09-25 01:00:00,44,0.863636363636364,70.9318181818182
"576",3146,"1",2015-09-25 02:00:00,22,0.863636363636364,70.6818181818182
"577",3146,"1",2015-09-25 03:00:00,44,0.789473684210526,72.4545454545455
"578",3146,"1",2015-09-25 04:00:00,186,1.64646464646465,72.3279569892473
"579",3146,"1",2015-09-25 05:00:00,750,4.5672514619883,73.3226666666667
"580",3146,"1",2015-09-25 06:00:00,1427,9.44827586206897,69.823405746321
"581",3146,"1",2015-09-25 07:00:00,1232,8.51533742331288,71.1866883116883
"582",3146,"1",2015-09-25 08:00:00,807,5.37106918238994,72.4448574969021
"583",3146,"1",2015-09-25 09:00:00,665,4.52229299363057,70.7218045112782
"584",3146,"1",2015-09-25 10:00:00,770,5.11176470588235,68.6454545454545
"585",3146,"1",2015-09-25 11:00:00,771,5.69879518072289,66.0064850843061
"586",3146,"1",2015-09-25 12:00:00,915,6.30337078651685,68.0994535519126
"587",3146,"1",2015-09-25 13:00:00,912,6.10982658959538,70.219298245614
"588",3146,"1",2015-09-25 14:00:00,826,5.84472049689441,71.7300242130751
"589",3146,"1",2015-09-25 15:00:00,773,5.54088050314465,71.3169469598965
"590",3146,"1",2015-09-25 16:00:00,666,4.4390243902439,71.948948948949
"591",3146,"1",2015-09-25 17:00:00,744,5.18181818181818,72.0698924731183
"592",3146,"1",2015-09-25 18:00:00,732,4.84939759036145,71.1311475409836
"593",3146,"1",2015-09-25 19:00:00,602,4.28571428571429,69.2225913621263
"594",3146,"1",2015-09-25 20:00:00,420,2.83225806451613,69.7714285714286
"595",3146,"1",2015-09-25 21:00:00,331,2.56589147286822,69.6918429003021
"596",3146,"1",2015-09-25 22:00:00,228,1.59842519685039,71.4210526315789
"597",3146,"1",2015-09-25 23:00:00,137,1.3953488372093,69.5328467153285
"598",3146,"1",2015-09-26 00:00:00,77,0.982758620689655,69.1038961038961
"599",3146,"1",2015-09-26 01:00:00,28,0.916666666666667,69.8214285714286
"600",3146,"1",2015-09-26 02:00:00,21,0.75,71.7142857142857
"601",3146,"1",2015-09-26 03:00:00,24,0.791666666666667,68.9166666666667
"602",3146,"1",2015-09-26 04:00:00,66,1.08333333333333,72.2424242424242
"603",3146,"1",2015-09-26 05:00:00,114,1.15,72.5701754385965
"604",3146,"1",2015-09-26 06:00:00,208,1.48333333333333,71.4471153846154
"605",3146,"1",2015-09-26 07:00:00,290,2.03030303030303,73.1
"606",3146,"1",2015-09-26 08:00:00,483,3.10759493670886,72.8115942028985
"607",3146,"1",2015-09-26 09:00:00,607,4.12987012987013,71.6787479406919
"608",3146,"1",2015-09-26 10:00:00,742,4.80120481927711,70.9083557951483
"609",3146,"1",2015-09-26 11:00:00,879,5.52873563218391,70.7053469852105
"610",3146,"1",2015-09-26 12:00:00,825,5.52095808383234,71.1987878787879
"611",3146,"1",2015-09-26 13:00:00,998,6.29775280898876,71.5190380761523
"612",3146,"1",2015-09-26 14:00:00,941,6.50306748466258,70.7577045696068
"613",3146,"1",2015-09-26 15:00:00,1027,7.53107344632768,66.1918208373905
"614",3146,"1",2015-09-26 16:00:00,1098,8.55900621118012,67.0300546448087
"615",3146,"1",2015-09-26 17:00:00,1088,7.05142857142857,70.2086397058823
"616",3146,"1",2015-09-26 18:00:00,922,6.21084337349398,68.9837310195228
"617",3146,"1",2015-09-26 19:00:00,782,4.90857142857143,68.1982097186701
"618",3146,"1",2015-09-26 20:00:00,528,3.34567901234568,69.8257575757576
"619",3146,"1",2015-09-26 21:00:00,397,2.64,69.4256926952141
"620",3146,"1",2015-09-26 22:00:00,230,1.73170731707317,69.2478260869565
"621",3146,"1",2015-09-26 23:00:00,99,1.08,69.4444444444444
"622",3146,"1",2015-09-27 00:00:00,65,1.18,69.2
"623",3146,"1",2015-09-27 01:00:00,28,1,68.8214285714286
"624",3146,"1",2015-09-27 02:00:00,24,0.954545454545455,67.4583333333333
"625",3146,"1",2015-09-27 03:00:00,20,0.894736842105263,68.2
"626",3146,"1",2015-09-27 04:00:00,37,0.96875,70.2432432432432
"627",3146,"1",2015-09-27 05:00:00,55,0.977272727272727,72.0727272727273
"628",3146,"1",2015-09-27 06:00:00,99,1.15151515151515,70.9393939393939
"629",3146,"1",2015-09-27 07:00:00,125,1.13953488372093,73.736
"630",3146,"1",2015-09-27 08:00:00,243,1.744,72.9547325102881
"631",3146,"1",2015-09-27 09:00:00,448,3.1056338028169,72.6316964285714
"632",3146,"1",2015-09-27 10:00:00,765,4.74705882352941,71.7529411764706
"633",3146,"1",2015-09-27 11:00:00,763,4.93975903614458,71.7234600262123
"634",3146,"1",2015-09-27 12:00:00,1035,6.64942528735632,70.6898550724638
"635",3146,"1",2015-09-27 13:00:00,1047,7.00584795321637,70.3008595988539
"636",3146,"1",2015-09-27 14:00:00,1074,26.7877094972067,28.1238361266294
"637",3146,"1",2015-09-27 15:00:00,1319,8.66480446927374,69.6717210007582
"638",3146,"1",2015-09-27 16:00:00,1474,10.1379310344828,68.7096336499322
"639",3146,"1",2015-09-27 17:00:00,1472,10.1534090909091,68.5672554347826
"640",3146,"1",2015-09-27 18:00:00,1063,7.20338983050847,67.623706491063
"641",3146,"1",2015-09-27 19:00:00,858,5.73255813953488,67.6165501165501
"642",3146,"1",2015-09-27 20:00:00,965,6.35227272727273,68.5709844559586
"643",3146,"1",2015-09-27 21:00:00,538,3.45341614906832,70.2118959107807
"644",3146,"1",2015-09-27 22:00:00,227,1.88495575221239,70.352422907489
"645",3146,"1",2015-09-27 23:00:00,83,1.11290322580645,70.3373493975904
"646",3146,"1",2015-09-28 00:00:00,37,0.96875,68.9189189189189
"647",3146,"1",2015-09-28 01:00:00,17,0.941176470588235,73.7647058823529
"648",3146,"1",2015-09-28 02:00:00,23,0.95,73.0434782608696
"649",3146,"1",2015-09-28 03:00:00,43,0.666666666666667,73.6976744186046
"650",3146,"1",2015-09-28 04:00:00,195,1.82352941176471,72.3282051282051
"651",3146,"1",2015-09-28 05:00:00,780,4.93975903614458,71.875641025641
"652",3146,"1",2015-09-28 06:00:00,1452,9.23033707865168,69.8849862258953
"653",3146,"1",2015-09-28 07:00:00,1365,9.11764705882353,70.2732600732601
"654",3146,"1",2015-09-28 08:00:00,775,5.30065359477124,71.7251612903226
"655",3146,"1",2015-09-28 09:00:00,643,4.4258064516129,71.3188180404355
"656",3146,"1",2015-09-28 10:00:00,657,4.53374233128834,70.3089802130898
"657",3146,"1",2015-09-28 11:00:00,589,4.05882352941176,71.6078098471986
"658",3146,"1",2015-09-28 12:00:00,804,4.77653631284916,71.886815920398
"659",3146,"1",2015-09-28 13:00:00,820,5.52121212121212,71.2695121951219
"660",3146,"1",2015-09-28 14:00:00,912,6.14705882352941,70.5197368421053
"661",3146,"1",2015-09-28 15:00:00,885,5.875,71.4316384180791
"662",3146,"1",2015-09-28 16:00:00,721,4.7962962962963,72.7350901525659
"663",3146,"1",2015-09-28 17:00:00,642,4.1125,72.2772585669782
"664",3146,"1",2015-09-28 18:00:00,636,3.94736842105263,71.5927672955975
"665",3146,"1",2015-09-28 19:00:00,514,3.5125,69.5428015564202
"666",3146,"1",2015-09-28 20:00:00,260,2.24137931034483,70.4576923076923
"667",3146,"1",2015-09-28 21:00:00,230,1.71311475409836,71.395652173913
"668",3146,"1",2015-09-28 22:00:00,114,1.57746478873239,71.1491228070175
"669",3146,"1",2015-09-28 23:00:00,49,0.857142857142857,70.4285714285714
"670",3146,"1",2015-09-29 00:00:00,24,1.05,70.7083333333333
"671",3146,"1",2015-09-29 01:00:00,23,0.608695652173913,71.2173913043478
"672",3146,"1",2015-09-29 02:00:00,12,0.833333333333333,69.75
"673",3146,"1",2015-09-29 03:00:00,37,1.06451612903226,70.9189189189189
"674",3146,"1",2015-09-29 04:00:00,206,1.68518518518519,72.373786407767
"675",3146,"1",2015-09-29 05:00:00,807,5.14723926380368,72.457249070632
"676",3146,"1",2015-09-29 06:00:00,1538,10.0229885057471,69.8387516254876
"677",3146,"1",2015-09-29 07:00:00,1403,9.08670520231214,70.8367783321454
"678",3146,"1",2015-09-29 08:00:00,900,5.53932584269663,71.4266666666667
"679",3146,"1",2015-09-29 09:00:00,712,4.30232558139535,71.2921348314607
"680",3146,"1",2015-09-29 10:00:00,500,3.65277777777778,70.612
"681",3146,"1",2015-09-29 11:00:00,645,4.26946107784431,70.4868217054264
"682",3146,"1",2015-09-29 12:00:00,687,4.24137931034483,70.5298398835517
"683",3146,"1",2015-09-29 13:00:00,728,5.07643312101911,70.4409340659341
"684",3146,"1",2015-09-29 14:00:00,795,5.29166666666667,70.3132075471698
"685",3146,"1",2015-09-29 15:00:00,881,5.78571428571429,70.8796821793417
"686",3146,"1",2015-09-29 16:00:00,880,4.79381443298969,72.35
"687",3146,"1",2015-09-29 17:00:00,571,3.92715231788079,71.8056042031524
"688",3146,"1",2015-09-29 18:00:00,607,3.80606060606061,71.1070840197694
"689",3146,"1",2015-09-29 19:00:00,477,3.19871794871795,69.4067085953878
"690",3146,"1",2015-09-29 20:00:00,341,2.30821917808219,70.2873900293255
"691",3146,"1",2015-09-29 21:00:00,223,1.72131147540984,70.9910313901345
"692",3146,"1",2015-09-29 22:00:00,119,1.15294117647059,71.3613445378151
"693",3146,"1",2015-09-29 23:00:00,53,1.07317073170732,68.811320754717
"694",3146,"1",2015-09-30 00:00:00,19,1.22222222222222,68.6315789473684
"695",3146,"1",2015-09-30 01:00:00,11,0.888888888888889,68.6363636363636
"696",3146,"1",2015-09-30 02:00:00,15,0.714285714285714,71.3333333333333
"697",3146,"1",2015-09-30 03:00:00,24,0.391304347826087,73.9583333333333
"698",3146,"1",2015-09-30 04:00:00,151,1.45744680851064,73.3973509933775
"699",3146,"1",2015-09-30 05:00:00,753,5.1038961038961,72.7715803452855
"700",3146,"1",2015-09-30 06:00:00,1300,9.04242424242424,70.0630769230769
"701",3146,"1",2015-09-30 07:00:00,1449,9.03954802259887,70.8336783988958
"702",3146,"1",2015-09-30 08:00:00,867,5.89937106918239,71.2329873125721
"703",3146,"1",2015-09-30 09:00:00,697,4.52121212121212,70.8020086083214
"704",3146,"1",2015-09-30 10:00:00,630,4.31210191082803,70.8634920634921
"705",3146,"1",2015-09-30 11:00:00,550,3.87096774193548,71.12
"706",3146,"1",2015-09-30 12:00:00,656,4.72435897435897,70.1173780487805
"707",3146,"1",2015-09-30 13:00:00,788,4.79213483146067,69.9530456852792
"708",3146,"1",2015-09-30 14:00:00,744,5.31410256410256,70.7728494623656
"709",3146,"1",2015-09-30 15:00:00,881,5.77142857142857,70.6572077185017
